Thu Oct 05 08:35:37 2017    prof.txt

         3422957 function calls (3419664 primitive calls) in 5.772 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       50    0.000    0.000    0.000    0.000 colors.py:326(to_rgba)
        1    0.000    0.000    0.001    0.001 getlimits.py:3(<module>)
        1    0.000    0.000    0.000    0.000 depth_first_search.py:10(<module>)
       22    0.000    0.000    0.005    0.000 kmeantools.py:121(kmeans_resize)
        1    0.000    0.000    0.001    0.001 patches.py:2867(ArrowStyle)
       67    0.000    0.000    0.002    0.000 pyparsing.py:3368(__init__)
       67    0.000    0.000    0.001    0.000 pyparsing.py:3697(__init__)
       44    0.000    0.000    0.000    0.000 {numpy.core.multiarray.concatenate}
        1    0.000    0.000    0.000    0.000 kcomponents.py:4(<module>)
      142    0.000    0.000    0.002    0.000 cm.py:61(_generate_cmap)
      241    0.000    0.000    0.000    0.000 pickle.py:988(load_short_binstring)
      142    0.000    0.000    0.000    0.000 colors.py:491(__init__)
      118    0.000    0.000    0.002    0.000 decorator.py:55(getfullargspec)
        1    0.000    0.000    0.000    0.000 win.py:2(<module>)
        1    0.000    0.000    0.000    0.000 signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random_sequence.py:4(<module>)
        1    0.000    0.000    0.000    0.000 legend_handler.py:25(<module>)
      201    0.000    0.000    0.000    0.000 pickle.py:1159(load_long_binget)
       96    0.000    0.000    0.000    0.000 {_sre.compile}
        1    0.000    0.000    0.001    0.001 stochastic.py:4(<module>)
      522    0.000    0.000    0.000    0.000 pickle.py:1014(load_empty_list)
        1    0.000    0.000    0.000    0.000 heapq.py:31(<module>)
        1    0.000    0.000    0.000    0.000 streamplot.py:4(<module>)
        8    0.000    0.000    0.001    0.000 six.py:209(exec_)
     1341    0.000    0.000    0.000    0.000 _mathtext_data.py:1767(<genexpr>)
       11    0.000    0.000    0.004    0.000 pyparsing.py:2631(__init__)
        1    0.000    0.000    0.002    0.002 urlparse.py:29(<module>)
        1    0.000    0.000    0.000    0.000 test.py:2(<module>)
        1    0.000    0.000    0.000    0.000 convert.py:17(<module>)
       96    0.000    0.000    0.026    0.000 sre_compile.py:478(_code)
       28    0.000    0.000    0.010    0.000 pyparsing.py:2757(__init__)
        1    0.000    0.000    0.000    0.000 layout.py:12(<module>)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:3(<module>)
       23    0.000    0.000    0.000    0.000 {numpy.core.multiarray.copyto}
        6    0.000    0.000    0.001    0.000 format.py:425(_filter_header)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
       58    0.000    0.000    0.002    0.000 genericpath.py:26(isfile)
        2    0.000    0.000    0.000    0.000 _util.py:1(<module>)
       61    0.000    0.000    0.000    0.000 functools.py:17(update_wrapper)
        1    0.000    0.000    0.000    0.000 isomorphvf2.py:129(<module>)
      258    0.000    0.000    0.000    0.000 pickle.py:1178(load_append)
      712    0.000    0.000    0.000    0.000 {method 'group' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 ordered.py:4(<module>)
      407    0.000    0.000    0.000    0.000 artist.py:983(aliased_name)
       38    0.000    0.000    0.000    0.000 _inspect.py:67(getargs)
        1    0.000    0.000    0.001    0.001 gexf.py:17(<module>)
      118    0.000    0.000    0.000    0.000 abc.py:128(__instancecheck__)
       10    0.000    0.000    0.001    0.000 colors.py:742(from_list)
        1    0.000    0.000    0.000    0.000 _common.py:1(<module>)
      470    0.000    0.000    0.000    0.000 decorator.py:223(<genexpr>)
       89    0.000    0.000    0.008    0.000 decorators.py:15(not_implemented_for)
       38    0.000    0.000    0.000    0.000 _inspect.py:142(formatargspec)
        1    0.000    0.000    0.000    0.000 exception.py:9(<module>)
        1    0.000    0.000    0.000    0.000 image.py:5(<module>)
       88    0.000    0.000    0.003    0.000 docstring.py:103(dedent_interpd)
        1    0.000    0.000    0.004    0.004 text.py:3(<module>)
       22    0.000    0.000    0.000    0.000 {method 'flatten' of 'numpy.ndarray' objects}
      561    0.000    0.000    0.000    0.000 collections.py:329(<genexpr>)
     1583    0.000    0.000    0.000    0.000 {chr}
       50    0.000    0.000    0.000    0.000 {numpy.core.multiarray.arange}
      429    0.000    0.000    0.000    0.000 copy_reg.py:92(__newobj__)
        1    0.000    0.000    0.000    0.000 interface.py:41(<module>)
       37    0.000    0.000    0.000    0.000 pyparsing.py:2390(__init__)
       23    0.000    0.000    0.004    0.000 pyparsing.py:1016(_trim_arity)
        5    0.000    0.000    0.000    0.000 __init__.py:349(__init__)
        1    0.000    0.000    0.000    0.000 heaps.py:3(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
        1    0.000    0.000    0.000    0.000 sf_error.py:1(<module>)
      150    0.000    0.000    0.000    0.000 numeric.py:534(asanyarray)
        1    0.000    0.000    0.000    0.000 path.py:13(<module>)
       63    0.000    0.000    0.000    0.000 ntpath.py:63(join)
      164    0.000    0.000    0.003    0.000 docstring.py:86(dedent)
      277    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 relativedelta.py:2(<module>)
        6    0.000    0.000    0.000    0.000 function_base.py:25(linspace)
        1    0.000    0.000    0.000    0.000 opcode.py:5(<module>)
        2    0.000    0.000    0.002    0.001 util.py:49(find_library)
      290    0.000    0.000    0.000    0.000 {sys._getframe}
        1    0.000    0.000    0.000    0.000 newlist.py:13(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
       66    0.000    0.000    0.002    0.000 pyparsing.py:1799(__add__)
      252    0.000    0.000    0.000    0.000 pyplot.py:2068(pad)
      143    0.000    0.000    0.000    0.000 inspect.py:472(getmodule)
      223    0.000    0.000    0.000    0.000 {all}
       50    0.000    0.000    0.000    0.000 pyparsing.py:2804(__str__)
      494    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        6    0.000    0.000    0.000    0.000 tokenize.py:192(untokenize)
        1    0.000    0.000    0.000    0.000 gzip.py:4(<module>)
       54    0.000    0.000    0.000    0.000 cbook.py:668(is_string_like)
      157    0.000    0.000    0.000    0.000 sre_parse.py:72(opengroup)
     1822    0.000    0.000    0.000    0.000 sre_compile.py:24(_identityfunction)
        1    0.000    0.000    0.001    0.001 biconnected.py:4(<module>)
        3    0.000    0.000    0.000    0.000 numeric.py:367(extend_all)
        1    0.000    0.000    0.001    0.001 capacityscaling.py:4(<module>)
       27    0.000    0.000    0.000    0.000 ntpath.py:164(split)
      192    0.000    0.000    0.000    0.000 sre_compile.py:472(isstring)
        1    0.000    0.000    0.001    0.001 dag.py:2(<module>)
        1    0.000    0.000    0.000    0.000 newobject.py:38(<module>)
       22    0.000    0.000    0.000    0.000 numerictypes.py:964(find_common_type)
        1    0.000    0.000    0.001    0.001 clique.py:13(<module>)
       51    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
        7    0.000    0.000    0.000    0.000 decorator.py:94(__init__)
    82/80    0.000    0.000    0.000    0.000 pyparsing.py:349(__init__)
       44    0.000    0.000    0.002    0.000 linecache.py:43(checkcache)
        1    0.000    0.000    0.003    0.003 fontconfig_pattern.py:7(<module>)
       22    0.000    0.000    0.000    0.000 kmeantools.py:96(get_roi)
      332    0.000    0.000    0.000    0.000 pickle.py:1250(load_mark)
        1    0.000    0.000    0.000    0.000 misc.py:12(<module>)
        1    0.000    0.000    0.000    0.000 closeness.py:3(<module>)
       55    0.000    0.000    0.027    0.000 {map}
        2    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        1    0.000    0.000    0.001    0.001 convert_matrix.py:22(<module>)
        1    0.000    0.000    0.000    0.000 random_graphs.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:3(<module>)
        1    0.000    0.000    0.002    0.002 axes.py:331(Axes)
        1    0.000    0.000    0.000    0.000 matching.py:43(<module>)
       81    0.000    0.000    0.000    0.000 abc.py:89(<genexpr>)
      243    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
        1    0.000    0.000    0.000    0.000 quiver.py:15(<module>)
        1    0.000    0.000    0.000    0.000 harmonic.py:3(<module>)
        1    0.000    0.000    0.000    0.000 csv.py:4(<module>)
      187    0.000    0.000    0.000    0.000 _weakrefset.py:68(__contains__)
        2    0.000    0.000    0.000    0.000 {nt.listdir}
        1    0.000    0.000    0.000    0.000 dominance.py:3(<module>)
        1    0.000    0.000    0.001    0.001 modularitymatrix.py:2(<module>)
        1    0.000    0.000    0.000    0.000 function.py:2(<module>)
        1    0.000    0.000    0.001    0.001 gpickle.py:22(<module>)
        1    0.000    0.000    0.000    0.000 hybrid.py:6(<module>)
        7    0.000    0.000    0.001    0.000 nonlin.py:1492(_nonlin_wrapper)
        1    0.000    0.000    0.000    0.000 preflowpush.py:4(<module>)
        1    0.000    0.000    0.000    0.000 cluster.py:2(<module>)
        1    0.000    0.000    0.000    0.000 connectivity.py:7(<module>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:51(<module>)
        1    0.000    0.000    0.000    0.000 redundancy.py:2(<module>)
       44    0.000    0.000    0.000    0.000 {method 'searchsorted' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 all.py:2(<module>)
       13    0.000    0.000    0.000    0.000 path.py:99(__init__)
        1    0.000    0.000    0.000    0.000 _add_newdocs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mst.py:5(<module>)
        1    0.000    0.000    0.000    0.000 cluster.py:7(<module>)
        1    0.000    0.000    0.001    0.001 recognition.py:75(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:387(<module>)
        1    0.000    0.000    0.000    0.000 defchararray.py:17(<module>)
        1    0.000    0.000    0.015    0.015 pyparsing.py:5377(pyparsing_common)
        1    0.000    0.000    0.000    0.000 ast.py:27(<module>)
        6    0.000    0.000    0.000    0.000 getlimits.py:65(__init__)
      242    0.000    0.000    0.000    0.000 {vars}
       11    0.000    0.000    0.000    0.000 utils.py:118(deprecate)
        7    0.000    0.000    0.001    0.000 decorator.py:168(make)
        1    0.000    0.000    0.000    0.000 numerictypes.py:301(_add_aliases)
        1    0.000    0.000    0.000    0.000 mis.py:6(<module>)
        1    0.000    0.000    0.000    0.000 radau.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:1699(BoxStyle)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _binary.py:14(<module>)
        1    0.000    0.000    0.000    0.000 kclique.py:7(<module>)
       62    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        1    0.000    0.000    0.001    0.001 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:10(<module>)
       45    0.000    0.000    0.000    0.000 {numpy.core.multiarray.empty}
       51    0.000    0.000    0.000    0.000 _internal.py:703(_ufunc_doc_signature_formatter)
      404    0.000    0.000    0.000    0.000 sre_parse.py:134(__setitem__)
     20/4    0.000    0.000    0.001    0.000 pyparsing.py:3297(streamline)
        1    0.000    0.000    0.000    0.000 util.py:32(find_msvcrt)
     1666    0.000    0.000    0.000    0.000 {callable}
       11    0.000    0.000    0.000    0.000 utils.py:74(__call__)
       10    0.000    0.000    0.000    0.000 __init__.py:134(__new__)
       12    0.000    0.000    0.001    0.000 _version.py:55(__init__)
      119    0.000    0.000    0.000    0.000 inspect.py:59(isclass)
        1    0.000    0.000    0.000    0.000 dense.py:3(<module>)
       76    0.000    0.000    0.000    0.000 _weakrefset.py:58(__iter__)
       26    0.000    0.000    0.000    0.000 numerictypes.py:229(bitname)
        5    0.000    0.000    0.000    0.000 __init__.py:106(with_metaclass)
       25    0.000    0.000    0.000    0.000 pyparsing.py:3975(__init__)
      117    0.000    0.000    0.000    0.000 sre_parse.py:225(_class_escape)
       14    0.000    0.000    0.000    0.000 __init__.py:147(_check_size)
        1    0.000    0.000    0.000    0.000 small.py:5(<module>)
        1    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
        3    0.000    0.000    0.000    0.000 {nt.access}
       96    0.000    0.000    0.000    0.000 sre_parse.py:178(__init__)
     20/8    0.000    0.000    0.001    0.000 pyparsing.py:3525(parseImpl)
        1    0.000    0.000    0.000    0.000 transforms.py:1538(AffineBase)
       22    0.000    0.000    0.002    0.000 arraysetops.py:113(unique)
       11    0.000    0.000    0.017    0.002 artist.py:1304(kwdoc)
        1    0.000    0.000    0.000    0.000 patches.py:2385(ConnectionStyle)
        1    0.000    0.000    0.000    0.000 _datasource.py:35(<module>)
        6    0.000    0.000    0.002    0.000 format.py:463(_read_array_header)
      118    0.000    0.000    0.000    0.000 <string>:12(_make)
        1    0.000    0.000    0.000    0.000 shape_base.py:364(_Recurser)
        1    0.000    0.000    0.000    0.000 data.py:7(<module>)
        1    0.000    0.000    0.000    0.000 _matfuncs_sqrtm.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:154(DataSource)
        1    0.000    0.000    0.001    0.001 edgelist.py:28(<module>)
       23    0.000    0.000    0.000    0.000 numeric.py:150(ones)
        1    0.000    0.000    0.000    0.000 gridspec.py:15(<module>)
       83    0.000    0.000    0.000    0.000 six.py:141(__init__)
        1    0.000    0.000    0.000    0.000 blocking_input.py:23(<module>)
      106    0.000    0.000    0.052    0.000 re.py:188(compile)
        2    0.000    0.000    0.001    0.000 utils.py:1(<module>)
       50    0.000    0.000    0.001    0.000 pyplot.py:2371(<lambda>)
       28    0.000    0.000    0.000    0.000 fromnumeric.py:1973(all)
       22    0.000    0.000    0.001    0.000 fromnumeric.py:709(sort)
        2    0.000    0.000    0.000    0.000 token.py:3(<module>)
      136    0.000    0.000    0.001    0.000 re.py:134(match)
      111    0.000    0.000    0.000    0.000 pickle.py:1018(load_empty_dictionary)
        1    0.000    0.000    0.000    0.000 polyutils.py:45(<module>)
